Geneid,phage__lbmm_t15__2,phage__lbmm_phage_t05__2,phage__lbmm_phage_t10__1,phage__lbmm_phage_t15__1,phage__lbmm_t10__1,phage__lbmm_t05__2,phage__lbmm_phage_t00__1,phage__lbmm_t05__1,phage__lbmm_t00__1,phage__lbmm_t10__2,phage__lbmm_phage_t15__2,phage__lbmm_phage_t00__2,phage__lbmm_phage_t05__1,phage__lbmm_t15__1,phage__lbmm_phage_t10__2,phage__lbmm_t00__2
b0345,214,386,518,447,224,233,139,256,186,133,450,545,490,195,270,278
b0346,42,67,485,263,241,39,81,390,71,18,169,275,729,155,49,164
b0347,0,1,3,7,6,7,0,6,2,1,7,4,6,4,0,5
b0348,4,3,13,11,15,4,7,10,5,5,6,7,21,11,2,6
b0349,5,7,13,17,7,0,4,8,3,4,15,6,7,11,8,5
b0350,5,8,31,25,22,9,10,11,10,6,26,10,17,7,17,11
b0351,3,36,29,18,24,12,6,7,5,11,6,39,29,13,15,18
b0352,5,24,36,17,27,5,11,10,9,16,16,46,9,17,12,21
b0353,21,30,96,78,40,27,38,27,15,20,37,114,66,30,52,70
b0354,1248,1800,2606,2065,1383,1145,540,848,544,1130,2495,1943,1606,1151,1953,941
b0355,347,408,603,543,361,206,396,238,420,241,810,410,403,299,454,236
b0356,642,885,1152,1034,681,476,610,392,670,489,1392,1179,805,485,988,517
b0357,1568,2270,3035,2670,1903,1026,1579,1118,1552,1450,3763,2761,2585,1355,2369,1426
b0358,6,22,37,31,13,11,4,11,9,4,27,20,28,16,24,21
b4579,2,0,5,7,5,1,1,4,2,1,2,7,5,2,0,3
b0360,0,0,0,0,2,2,2,2,2,0,2,0,0,1,0,3
b0361,1,7,9,2,4,7,3,7,1,5,9,63,12,11,14,23
b0363,8,2,16,13,11,5,7,10,8,6,8,27,12,3,8,12
b4731,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
b0364,0,6,10,4,1,6,3,4,6,2,8,20,8,6,3,5
b0365,1,3,11,11,4,0,4,6,1,0,6,2,5,6,4,3
b0366,1,7,18,24,10,3,6,15,0,4,9,12,5,6,12,7
b0367,0,6,6,9,11,4,3,13,2,4,0,3,12,4,3,12
b0368,6,12,30,11,13,10,8,10,5,11,5,17,22,4,19,18
b0369,873,1364,2182,1603,1545,890,865,831,898,797,1606,1519,1390,1087,1178,980
b4580,29,47,86,73,31,36,28,44,20,23,43,99,89,24,47,56
b0372,61,131,182,130,107,86,52,73,44,61,109,213,124,62,121,121
b0373,40,140,138,109,76,84,38,50,36,54,115,158,108,71,118,83
b0375,0,26,29,24,18,4,0,10,0,13,5,24,24,11,16,11
b0376,282,328,982,876,497,227,319,365,277,229,628,995,586,432,471,405
b0377,85,187,323,343,168,155,91,107,72,67,182,266,149,217,172,108
b0378,140,325,375,418,199,144,138,152,132,115,270,336,284,209,275,150
b0379,1,2,2,3,0,4,0,2,0,1,0,2,3,3,1,2
b0380,71,59,281,248,137,23,86,66,75,85,165,112,101,130,206,86
b0381,696,1156,2146,1625,1290,718,555,753,654,626,1543,1457,1450,867,1272,730
b0382,270,253,546,454,193,156,36,76,36,306,458,610,205,221,581,333
b0383,75,140,112,104,69,71,31,47,18,86,243,370,59,56,210,164
b0384,19,6,27,15,20,6,4,5,2,6,7,13,15,7,10,11
b0385,12,16,34,16,9,7,6,31,11,8,10,17,17,7,14,10
b0386,332,597,1519,935,973,357,248,536,307,422,769,901,990,614,671,387
b0387,570,819,983,824,476,379,232,209,247,381,1453,1427,616,442,909,490
b0388,1171,1020,2545,2238,1304,924,673,729,675,866,1764,1989,1671,980,1050,1309
b0389,105,98,163,166,86,88,69,54,59,85,186,135,88,77,98,84
b0390,165,122,287,268,153,73,257,177,273,68,298,236,208,169,131,146
b0391,69,129,505,300,284,99,36,121,36,97,100,138,189,231,152,87
b0392,9,19,61,29,26,9,12,20,10,10,35,63,34,21,29,33
b4732,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6
b0393,944,872,1169,1157,697,619,710,515,710,395,1873,1120,1034,655,799,494
b0394,427,743,1718,1137,1131,449,298,444,275,754,781,1506,966,693,944,896
b0396,36,63,95,53,46,33,19,32,21,24,114,78,73,34,40,47
b0397,715,1245,1228,1184,633,584,487,348,486,519,1659,810,693,662,1120,443
b0398,173,218,199,217,133,168,80,83,105,96,348,246,140,101,179,126
b0399,66,142,220,114,141,56,72,116,78,55,65,161,214,71,103,131
b0400,65,125,228,169,145,67,127,101,106,46,144,233,184,94,117,134
b0401,104,127,241,226,97,103,88,103,104,59,217,210,183,115,85,96
b0402,355,489,462,513,279,233,314,217,321,127,725,453,323,237,262,190
b0403,1881,1507,672,1340,363,945,72,78,78,1041,3858,1872,184,745,1981,816
b0404,26,23,25,23,24,18,20,29,22,12,43,45,31,11,20,31
b0405,849,793,565,775,279,550,526,243,497,235,1816,732,388,488,500,361
b0406,3670,5100,4440,5282,2798,2523,3039,1993,3109,1964,8337,2790,3787,2927,3980,1378
b0407,1444,3811,5122,3966,2027,1056,1341,1214,1242,1248,5237,3097,3787,1549,3924,988
b0408,4368,7013,6054,6605,2983,3605,3755,2531,3790,2566,10171,5603,5372,3113,6191,2376
b0409,1055,1766,1675,1864,954,887,1000,740,911,668,2241,868,1488,1014,1501,417
b0410,393,784,925,751,533,493,171,346,185,342,773,713,551,395,596,378
b0411,4247,6588,28890,30883,14612,3671,6296,7320,5606,3702,8604,16916,14399,16421,6698,7923
b0412,23,31,115,56,40,19,17,31,15,17,40,70,56,31,46,41
b0413,1523,2528,2831,2212,1692,1453,942,960,862,1168,3077,2994,1956,1268,1930,1569
b0414,1285,2116,2553,2212,1264,1271,647,679,732,835,3174,3160,1599,1066,1941,1335
b0415,1157,1581,1334,1639,582,787,675,293,714,627,3449,1861,879,653,1699,614
b0416,917,1075,650,884,350,549,590,203,506,462,1945,921,463,527,937,401
b0417,522,529,375,481,179,313,301,105,269,218,1156,516,223,277,395,224
b0418,162,400,373,476,226,180,103,110,97,163,388,263,218,268,281,147
b0419,723,734,1545,1409,875,410,279,279,254,634,1263,1354,629,871,928,743
b0420,1019,1293,1638,1776,939,693,689,590,653,599,2283,1357,1267,901,1193,573
b0421,2435,2741,3446,3571,1826,1736,1725,1291,1624,1657,5682,4531,2701,1769,3233,1741
b0422,123,163,311,256,127,114,152,90,111,113,261,209,224,181,192,146
b0423,1752,2343,1265,1847,653,1246,1128,650,1237,709,4350,1343,1175,845,1543,470
b0424,129,225,386,334,205,139,76,100,73,127,258,359,230,153,233,175
b0425,517,1081,2127,1357,1238,640,398,671,508,538,1151,1797,1353,752,952,857
b0426,2129,3299,5802,4218,3349,1794,1921,2010,1984,1924,4251,3775,3923,2474,3178,2267
b0427,98,69,145,176,92,86,98,89,116,44,162,298,143,86,80,145
b0428,1005,5203,11073,7947,4242,2040,3515,2783,3401,980,4726,13416,7069,2969,3662,4471
b0429,758,2741,5868,4007,3047,1313,2472,2179,2494,637,2561,6997,3783,2097,1951,3233
b0430,736,2289,5366,3945,2933,1029,2208,1902,2422,553,2598,5296,3399,1782,1655,2760
b0431,3892,8181,18100,15137,9495,2953,8119,7014,7649,1786,14715,12501,14464,6974,5050,7524
b0432,5839,6398,12582,12814,6846,2277,7416,6432,7169,1462,19430,7253,12616,5933,4155,4075
b0433,479,482,282,483,165,290,266,156,242,174,898,444,231,225,333,192
b0434,704,936,1149,954,505,502,457,343,422,418,1584,1163,727,523,891,514
b0435,276,516,1561,925,888,267,270,527,284,268,533,879,956,529,566,462
b0436,26609,34876,46293,41802,26113,18257,24478,18098,24764,14734,63807,33889,36241,22812,32909,16127
b0437,1583,3192,7067,5367,3932,1623,1160,1767,1138,1955,4142,4668,4041,2758,3752,2148
b0438,2874,4692,9925,8112,5290,2881,2092,2462,2239,2516,6632,6883,5045,4365,5412,3038
b0439,4757,6912,18335,17502,11456,3666,6338,5856,6207,3481,9583,9372,11469,9729,6417,4682
b0440,3913,11064,20116,17723,6378,3589,2972,3528,2833,3204,15399,15918,10297,6490,12498,3900
b0441,4479,5217,6800,6792,3701,3420,2932,2425,2884,2645,9414,7203,4864,3826,5318,3062
b0442,86,83,146,198,62,62,47,34,68,43,206,134,75,76,76,62
b0443,47,45,67,53,34,16,16,16,19,17,102,75,45,26,44,18
b0444,123,177,351,223,166,116,116,96,109,102,273,413,165,151,188,193
b0445,11,22,851,532,481,15,61,113,50,135,29,863,178,283,221,508
b0446,67,75,186,133,110,56,25,91,24,55,156,141,151,75,83,89
b0447,62,125,186,157,105,60,73,76,60,70,124,197,175,70,114,99
b0448,147,215,240,229,154,170,130,102,108,95,268,371,233,132,177,171
b0449,101,203,213,242,143,90,91,71,82,71,207,154,173,117,150,85
b0450,2,8,9,4,3,2,2,7,1,1,12,24,4,11,6,10
b0451,41,65,132,130,53,38,28,63,31,32,93,111,69,73,30,72
b0452,113,176,431,279,240,117,91,131,80,100,254,323,248,155,209,166
b0453,7,7,31,20,23,9,6,13,6,7,23,17,20,13,16,18
b0454,30,78,186,115,98,55,17,45,22,38,29,140,107,41,79,113
b0456,30,30,15,44,13,16,15,21,14,12,36,36,17,23,15,24
b0457,234,476,529,604,237,264,167,168,133,181,449,624,339,271,361,264
b0458,316,323,407,460,182,184,219,204,224,103,800,374,410,190,261,157
b0459,324,102,797,791,331,203,405,216,443,184,494,389,581,330,267,313
b0460,479,1310,1626,1195,463,481,269,354,241,301,1352,1441,1279,458,979,426
b0461,424,1018,1034,825,498,499,210,387,283,269,1235,1230,738,415,683,416
b0462,2798,4197,5690,5202,3347,2286,2903,2049,2849,2057,5594,2787,3779,2823,4164,1428
b0463,1617,2542,2826,2514,1480,1454,1783,1338,1708,1026,3296,2809,2403,1378,2154,1182
b0464,182,312,529,369,293,195,285,327,282,181,365,553,540,206,371,305
b0465,871,1172,1178,1269,607,716,586,389,642,443,1765,1188,637,680,1066,562
b0466,24,47,87,59,46,31,22,20,24,17,50,72,48,18,58,31
b0467,111,282,349,264,171,136,84,102,70,111,314,484,224,138,257,207
b0468,5,29,54,41,21,11,25,26,25,11,34,56,69,12,14,41
b0469,447,423,317,416,181,254,418,83,409,139,1040,466,205,223,267,213
b0470,4172,5778,6234,6971,3007,2596,2364,1717,2418,2107,10536,4272,4133,2966,4643,1489
b0471,1960,2471,3370,2942,2057,1468,1644,1080,1487,1469,3873,1965,2037,1963,2324,1207
b0472,527,744,910,989,486,334,373,251,376,349,1231,599,554,436,693,318
b0473,975,1574,7705,7734,5076,886,4036,2803,4522,555,1772,5644,4503,4452,1029,3046
b0474,7718,7499,10581,9934,5740,4000,4810,4161,4723,3581,17657,6303,8868,5128,7471,3001
b0475,309,656,405,391,257,492,165,168,156,198,627,2486,363,263,372,1400
b0476,47,80,124,152,102,63,29,42,22,84,114,222,52,72,88,123
b0477,1266,1624,724,934,398,880,845,318,805,306,2598,1157,600,519,791,424
b0478,1097,2449,2988,2803,1899,1427,892,1147,920,1127,2539,2034,2491,1541,2300,924
b0479,44,97,323,151,168,55,52,107,42,46,110,276,207,97,87,102
b0480,675,927,2146,1532,1138,605,347,611,333,702,1420,2052,1249,839,1315,970
b0481,49,76,199,151,107,76,92,87,85,43,134,185,129,73,82,85
b0482,101,318,512,407,286,176,67,171,90,178,258,471,419,202,295,280
b0483,113,319,851,554,430,169,166,413,149,148,201,395,815,325,270,277
b0484,873,1863,1383,1375,806,1225,221,359,188,973,1588,2387,717,729,1545,1117
b0485,11,31,36,26,20,21,5,19,2,24,15,44,24,22,15,38
b0486,7,13,26,16,18,6,3,10,8,5,36,29,27,8,25,11
b0487,95,336,546,368,315,127,71,181,82,164,212,422,327,171,292,205
b0488,45,108,101,56,61,58,14,26,17,40,77,110,68,35,77,54
b0489,139,258,372,263,206,130,60,143,51,119,307,350,239,145,208,176
b0490,161,426,659,389,365,282,88,230,109,229,315,543,429,275,439,244
b0491,140,371,571,399,298,226,84,154,96,177,434,668,346,212,499,214
b0492,501,804,2048,1716,1145,443,417,440,458,460,1109,744,1066,890,827,389
b0493,595,848,1873,1213,1000,481,300,570,315,502,1330,1589,1312,626,853,570
b0494,87,205,517,290,260,116,55,141,54,109,261,505,343,136,243,179
b0495,72,79,161,133,101,45,21,68,29,51,131,139,98,77,99,79
b0496,264,202,631,407,369,116,75,174,68,237,465,347,344,287,331,146
b0497,234,458,813,566,428,237,94,216,98,281,406,869,499,303,420,441
b0498,182,645,758,524,281,279,77,231,68,212,656,881,676,204,579,209
b0499,87,115,173,132,121,124,46,94,44,91,146,306,156,93,134,122
b0501,39,43,74,58,30,30,15,34,13,32,41,102,71,21,38,33
b4632,0,1,2,0,2,2,2,3,0,0,0,0,0,0,0,5
b0502,26,42,78,43,20,17,9,9,16,13,42,51,33,21,42,17
b0503,127,298,331,223,185,209,128,96,117,186,355,392,146,134,323,175
b0504,7,12,61,62,34,5,11,21,2,22,25,55,21,20,41,27
b0505,14,35,118,52,46,13,20,30,12,17,52,78,41,34,38,44
b0506,2196,3366,6844,4954,4370,2045,1153,2217,1099,2317,4619,5366,4597,2753,4029,2668
b0507,3,34,28,44,18,12,8,18,8,24,39,41,29,13,19,23
b0508,1,13,11,16,10,1,2,11,7,2,18,16,2,2,9,13
b0509,10,29,21,29,16,6,7,34,8,9,25,26,9,16,30,12
b0511,7,4,7,9,6,1,2,21,1,2,7,2,2,7,1,3
b0512,15,27,29,34,16,12,10,18,11,16,19,46,26,16,30,15
b0513,2,5,3,4,9,2,3,8,2,1,15,5,5,6,3,4
b0514,33,51,85,63,68,28,24,39,24,27,87,77,35,40,58,68
b0515,81,89,241,148,114,50,33,79,25,65,194,174,114,91,121,55
b0516,134,193,438,252,193,129,77,156,67,109,347,367,233,132,236,181
b0517,9,17,27,24,20,2,4,9,2,4,16,28,6,9,18,11
b0518,6,6,0,4,4,2,1,8,2,2,6,10,4,2,7,7
b4572,16,32,45,30,31,21,13,13,9,11,25,52,29,23,27,23
b0520,4,8,9,13,8,3,3,5,1,3,8,13,5,5,6,2
b0521,25,30,63,53,33,20,23,40,12,21,45,37,38,32,13,17
b0522,987,213,97,222,54,132,123,42,133,77,2762,73,78,92,220,25
b0523,249,46,17,51,21,30,24,11,24,23,669,26,22,26,57,26
b0524,368,347,274,389,182,245,200,122,190,158,527,393,246,243,255,236
b0525,1315,2766,4499,3602,1928,1361,1216,1327,1266,1028,3633,2890,2803,1829,2616,1233
b0526,1270,1896,1666,1518,1090,1130,1010,723,1048,682,2694,1583,1330,836,1367,693
b0527,1,1,9,5,2,3,1,6,3,3,25,2,0,6,1,1
b0528,72,8,23,23,26,38,30,19,19,26,49,5,15,23,12,17
b0529,665,608,621,668,255,350,195,181,246,270,1975,529,354,267,687,231
b0530,1,2,8,10,3,0,2,2,3,0,7,1,7,2,5,3
b0531,7,31,9,5,9,7,4,13,2,3,18,3,5,4,11,8
b0532,20,47,15,37,26,20,11,48,11,16,38,43,6,11,12,31
b0533,13,12,6,18,10,8,10,32,4,3,24,17,4,9,6,11
b0534,0,2,3,1,1,1,0,4,0,2,0,4,5,3,14,0
b0535,7,11,9,5,11,5,6,6,3,2,17,16,9,4,12,5
b0537,1241,2413,4305,2999,2485,1442,796,1752,755,1555,2372,4547,3699,1476,2409,2269
b4633,8,5,8,2,10,6,7,8,5,4,8,7,5,7,0,12
b0539,9,9,10,5,11,6,4,6,3,4,12,11,9,1,5,6
b0542,108,203,442,316,112,81,113,93,105,96,323,648,293,119,269,220
b0540,0,4,4,5,3,2,3,5,1,0,4,0,3,2,1,2
b0541,58,58,32,18,53,36,55,32,37,31,57,113,20,40,56,96
b0543,49,87,80,80,25,70,34,28,38,26,118,134,66,39,68,47
b4733,0,2,0,2,0,0,0,4,3,0,6,5,1,0,0,6
b0544,124,229,121,106,64,71,80,51,86,50,409,303,134,60,107,135
b0545,167,323,288,221,139,153,83,114,91,113,444,533,169,141,259,162
b0546,85,218,335,243,131,113,58,86,50,107,258,437,236,102,214,201
b4588,0,0,1,3,0,0,0,1,0,0,2,5,0,0,2,0
b0547,4,1,1,5,7,5,2,7,3,1,6,6,1,9,2,11
b0548,5,4,2,2,0,0,0,5,0,0,3,4,0,3,0,2
b0549,0,4,2,2,3,0,1,3,0,1,1,3,0,0,0,3
b0550,1,9,1,19,3,8,2,8,2,4,18,0,6,7,5,5
b4509,0,9,4,2,8,1,2,4,1,3,10,10,1,5,2,3
b0551,15,57,103,46,43,26,21,42,17,20,69,56,50,31,28,43
b0553,2840,3055,11946,6810,5736,1683,4734,4906,4845,2989,7231,22996,10681,4271,6903,8264
b0552,1880,1954,3954,3183,2382,1157,2374,2027,2288,1387,3804,8644,3560,1856,2261,4226
b0554,32,53,42,54,29,14,22,10,17,16,126,135,48,22,48,46
b0555,44,68,51,63,38,33,33,31,22,20,80,121,35,28,41,51
b0556,13,20,13,19,12,8,10,9,7,8,29,23,19,9,15,25
b4510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b0557,52,166,145,137,49,94,107,39,101,36,158,230,118,63,111,82
b0558,8,13,12,24,8,8,4,6,4,7,9,47,8,2,10,12
b0559,6,28,65,46,40,21,10,14,12,35,30,98,48,26,40,59
b4589,2,27,51,40,15,11,8,36,1,9,21,22,22,9,20,20
b0560,2,20,3,2,1,3,0,1,3,1,22,29,8,0,11,2
b4634,0,3,0,1,2,2,0,2,0,1,0,1,2,0,0,1
b0561,16,29,11,35,22,16,22,32,8,9,64,37,28,17,9,32
b0562,26,49,142,77,50,33,28,36,29,26,36,91,68,49,56,53
b0563,5,22,15,4,5,8,9,11,0,2,12,12,6,5,1,9
b0564,272,506,279,239,109,334,31,58,69,427,461,2030,155,101,756,623
b0565,2370,6262,9003,6154,5610,3004,4152,4114,4430,2624,4831,9507,8287,3664,4613,4476
b0566,9,38,56,26,21,14,4,26,8,21,27,41,30,13,22,26
b0567,13,47,32,42,11,13,22,24,19,12,43,73,20,20,35,39
b0568,189,242,232,266,126,132,143,81,149,92,395,309,123,171,163,195
b0569,48,111,90,82,41,45,42,20,36,28,138,67,39,38,60,42
b0570,101,132,114,132,60,86,79,47,70,48,227,148,83,75,93,61
b0571,51,69,98,63,39,34,24,31,36,36,151,145,61,40,63,63
b0572,28,12,20,27,3,14,2,3,3,17,11,139,24,1,8,50
b0573,43,51,31,49,17,56,8,13,9,18,31,26,22,18,34,21
b0574,34,54,21,38,7,28,6,10,11,10,28,19,25,18,22,10
b0575,122,274,141,116,67,108,38,74,45,68,206,162,119,65,101,94
b0576,213,122,101,175,74,98,172,53,153,40,421,167,57,110,101,79
b0577,211,412,738,511,391,261,187,305,222,240,386,450,561,300,431,206
b0578,372,596,1295,1070,713,350,326,339,325,356,820,733,682,619,637,323
b0579,23,36,102,106,59,39,18,34,22,18,40,120,75,26,41,41
b0580,3,11,8,13,3,5,4,14,6,0,27,21,3,5,11,6
b0581,7,29,35,35,35,13,13,27,8,17,18,34,11,12,25,32
b4415,0,4,6,0,8,4,0,0,0,2,0,0,0,2,0,0
b0582,391,207,802,981,487,126,624,359,566,207,711,600,626,556,341,376
b0583,14,14,33,18,16,14,13,15,9,8,6,26,21,5,9,12
b0584,21,78,256,131,139,44,118,110,94,35,21,120,215,86,45,83
b0585,6,16,61,25,35,10,31,76,15,2,4,55,180,6,1,35
b4511,2,0,6,2,1,0,2,2,0,1,0,4,16,0,5,3
b0586,27,52,350,109,197,34,57,77,54,23,20,173,151,60,26,91
b0587,2,10,4,13,4,2,2,2,0,4,12,4,5,5,3,7
b0588,1,35,133,32,47,12,67,70,59,7,21,150,183,17,14,61
b0589,3,14,19,6,14,4,12,17,21,1,8,39,38,1,5,9
b0590,1,3,14,12,7,3,9,14,5,0,7,2,22,6,0,5
b0591,10,20,81,28,25,20,57,71,63,5,2,57,148,16,13,20
b0592,25,34,91,35,52,28,51,60,60,18,36,147,120,14,30,86
b0593,7,13,87,23,55,14,75,87,72,2,23,49,157,30,6,21
b0594,7,12,130,27,76,20,77,45,57,7,11,55,134,20,6,28
b0595,5,39,199,57,91,21,41,53,42,12,33,80,94,33,25,32
b0596,4,8,78,45,40,14,19,23,29,11,2,28,37,12,13,33
b0597,10,23,128,33,73,23,33,33,33,13,20,49,71,22,15,45
b0598,206,107,2256,1677,1340,81,264,716,226,184,475,1061,1280,1009,234,681
b4512,26,10,164,104,120,8,27,57,7,38,35,102,113,78,44,97
b0599,140,306,395,363,214,147,103,135,109,137,332,321,323,153,268,191
b0600,20,56,61,60,44,34,13,29,10,18,28,95,60,44,53,34
b0601,28,53,77,82,46,30,36,115,22,26,47,68,53,32,57,42
b0602,20,44,38,35,11,27,23,44,12,15,60,40,36,22,38,19
b0603,13,27,40,36,24,23,10,35,8,6,43,81,27,21,15,43
b0604,324,522,735,564,478,326,223,262,245,282,598,464,626,348,406,277
b0605,13759,34636,12155,10588,7254,23933,4254,4272,4278,16338,25613,26895,7269,6775,26695,15258
b0606,3864,53798,8377,6000,4863,35794,2306,2857,2231,11569,6948,23220,5924,3706,17130,9014
b0607,294,514,1239,822,664,463,135,328,117,287,494,616,505,537,488,404
b0608,73,179,212,181,125,120,39,82,42,75,148,293,172,87,118,136
b4734,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
b0610,197,88,426,464,193,60,93,108,93,103,309,233,188,246,220,97
b0611,431,726,908,859,534,423,253,368,279,379,984,1025,657,463,783,414
b0612,7,4,12,17,4,4,3,5,1,0,17,5,6,4,4,6
b0613,0,5,2,1,3,3,3,10,0,4,4,3,1,1,7,0
b0614,1,0,0,0,3,5,2,0,1,2,0,0,0,2,4,0
b0615,12,5,9,13,3,8,5,8,0,9,10,4,5,8,8,11
b0616,7,8,12,2,5,4,1,5,0,1,22,1,5,1,2,4
b0617,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0
b0618,2,8,13,4,3,3,3,7,0,6,0,10,2,1,13,9
b0619,175,261,425,322,192,181,134,128,122,179,339,541,247,165,328,290
b0620,18,39,32,33,29,41,13,13,26,33,76,64,26,16,23,42
b0621,426,381,1388,1108,761,353,20,36,10,1412,786,1953,85,772,1929,961
b0622,7,18,80,54,41,14,7,25,5,48,26,55,19,38,62,41
b0623,2911,2041,6380,7094,1787,1226,1059,1025,787,1290,6493,1727,2968,3010,3540,799
b0624,70,71,103,101,62,55,43,41,36,57,79,73,58,43,56,29
b4581,76,186,412,322,233,83,45,161,60,109,201,493,319,140,215,225
b0627,98,125,279,301,93,103,80,54,74,71,195,160,112,93,116,102
b0628,992,1591,2227,1929,1332,1004,468,540,514,618,2289,1371,1211,1156,1235,767
b0629,36,45,50,51,15,22,30,39,24,13,77,66,50,23,23,32
b0630,329,265,339,392,206,242,242,148,230,157,769,511,261,233,243,248
b0631,77,112,242,354,149,47,103,76,108,28,184,112,160,146,97,57
b0632,1004,1319,1307,1245,716,750,790,614,898,487,2404,1699,1092,699,1166,594
b0633,617,1002,1071,1063,580,603,422,354,454,398,1385,1147,652,551,863,577
b0634,875,1511,1532,1914,601,653,579,343,567,418,2274,728,871,678,1230,353
b0635,1231,1202,671,1189,402,609,868,254,806,383,2208,637,482,585,732,237
b0636,370,349,313,393,136,227,258,101,225,125,797,340,219,206,307,153
b0637,720,771,767,780,359,384,631,209,554,300,1527,782,490,422,627,330
b0638,216,221,141,167,66,115,89,24,72,72,469,137,83,80,163,56
b0639,348,372,297,354,158,201,184,61,175,166,697,317,194,167,346,159
b0640,691,797,635,844,328,390,317,158,344,309,1578,679,346,378,770,328
b0641,696,892,942,983,564,471,464,284,417,440,1447,488,679,539,1157,279
b0642,7729,11944,10120,10256,6023,5616,5084,3694,4796,5058,17300,6938,7567,5597,10224,3307
b0643,225,345,1901,1429,1188,239,212,329,197,929,440,1770,614,929,1234,1184
b0644,45,70,115,88,44,27,34,65,16,30,82,70,74,32,55,45
b0645,8,13,3,10,5,2,3,8,1,1,18,13,2,5,2,9
b0646,25,27,16,36,17,15,12,40,10,3,43,28,27,23,26,21
b0647,6,3,19,12,6,7,3,11,6,2,3,12,14,4,5,5
b0648,14,56,37,39,26,25,22,84,18,19,83,47,15,17,37,34
b0649,63,93,160,132,94,48,54,114,35,78,138,200,154,68,116,127
b0650,310,170,435,611,244,119,186,176,133,158,673,711,262,292,319,292
b0651,691,432,1859,1837,968,264,263,382,298,638,1304,1370,786,1065,1129,609
b0652,77,168,663,410,296,85,68,154,56,61,219,237,360,223,171,98
b0653,34,68,173,144,73,18,28,69,22,17,69,129,140,66,35,38
b0654,13,18,80,49,33,14,17,35,9,6,41,65,48,37,24,32
b0655,163,278,1175,786,643,148,170,490,152,121,502,653,857,413,276,355
b0656,1318,1474,2413,2360,1388,899,1298,1045,1248,850,2738,5205,2067,1278,1614,2335
b0657,351,291,224,353,117,184,183,66,179,97,740,278,97,192,202,86
b0658,3134,4074,3170,4227,1295,1867,1926,693,1977,1278,7810,4965,1898,1789,3289,1774
b0659,1034,1441,2064,2248,1331,631,746,666,785,618,2430,2039,1379,1070,1272,847
b0660,1006,1769,2666,2429,1380,703,742,831,849,670,3049,2323,1656,1204,1754,823
b0661,1299,1577,1084,1471,671,921,1089,524,1153,466,2832,1176,966,776,963,462
b0662,579,943,1549,1094,1105,598,406,465,387,629,1138,1452,899,725,962,861
b0674,246,605,2446,1174,1533,349,238,808,209,339,506,1104,1619,695,652,469
b0675,300,433,826,621,427,280,209,212,215,244,681,1060,533,326,490,430
b0676,804,1425,1736,1350,952,912,377,524,394,755,1940,4670,1145,684,1810,1497
b0677,1595,2410,4162,3533,2142,1717,953,1036,848,2409,3443,10937,1966,1836,4341,5077
b0678,736,1266,1500,1449,737,849,258,244,299,1255,1913,4230,593,815,2998,1722
b0679,3380,4598,7891,8095,4076,2924,1401,1679,1270,3465,7018,16872,3284,4147,6674,7694
b0680,5287,7283,8397,8093,4882,4099,3786,3008,3692,3910,11275,4377,5475,4403,7166,2153
b0681,99,15,481,438,215,7,173,77,155,135,230,250,104,219,309,150
b0682,9,1,38,28,34,7,7,14,6,12,38,44,27,18,16,25
b0683,1270,2110,3284,2992,1248,1196,978,861,1052,849,3280,3974,2278,1288,2045,1922
b4637,179,3,35,24,197,197,155,131,155,130,6,24,28,170,1,194
b0684,1561,2074,2381,2211,1158,1359,1322,878,1479,1009,3206,2321,1899,1165,2153,1147
b0685,229,258,226,264,89,102,192,49,172,48,655,472,170,107,217,177
b0686,181,279,363,332,192,167,96,127,116,133,407,378,299,177,270,193
b0687,971,1693,2777,1992,1430,768,869,1018,799,738,2888,2839,2040,1074,1962,1042
b0688,1813,2289,4397,3497,2537,1348,1314,1436,1292,1310,3880,3639,2947,1896,2271,1526
b0689,81,66,73,89,29,36,30,17,22,15,105,78,42,46,37,49
b0691,24,61,32,68,22,17,10,26,11,4,53,51,21,49,13,31
b0692,9,30,36,14,20,14,13,21,12,9,20,55,24,13,14,35
b0693,7,14,54,44,25,13,14,24,6,9,9,24,23,14,9,14
b4590,0,0,0,0,1,1,0,0,0,4,0,0,0,0,0,0
b0694,67,84,117,81,72,60,48,33,47,41,152,187,91,58,106,96
b0695,108,143,305,223,153,133,99,118,114,70,251,333,216,105,126,229
b0696,4,9,12,23,6,10,5,9,14,5,7,28,9,5,21,9
b0697,7,22,33,26,22,10,20,14,19,9,21,22,27,8,17,19
b0698,2,3,10,10,4,13,15,8,15,2,7,18,9,0,4,8
b4513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b0699,64,214,223,204,129,134,24,65,19,115,98,142,114,118,188,99
b0700,154,182,240,177,116,80,34,74,48,108,308,187,114,90,199,134
b0702,8,12,8,15,1,7,2,3,0,7,24,2,6,5,8,3
b0703,30,31,29,32,20,21,15,22,14,22,37,42,15,18,24,21
b0704,38,76,40,69,29,20,23,39,14,22,95,103,62,28,52,49
b4514,9,10,11,11,4,1,2,7,2,3,28,14,7,4,5,11
